Nome	nif	concelho	contacto
Jack Baldwin	260113263	Esmoriz	931585049
Steve Conley	278343796	Tavira	974466354
Mr. James Green	297342867	Rio Tinto	959289562
James Ryan	241452617	Covilha	998239339
Amy Powell	233670816	Setubal	920040466
Mr. Wyatt Clark	257492541	Vila Franca de Xira	934053131
Terri Stein	267805971	Viseu	924364165
Kathleen Barnes	240204658	Seixal	959650397
Mckenzie Parks	200912536	Beja	903170045
James Martin	218948811	Vila do Conde	911996914
Patrick Gutierrez	237341546	Pacos de Ferreira	944661180
Stephen Craig	295946010	Quarteira	983713928
Crystal Hill	206937614	Matosinhos	900643221
Kevin Whitney	247334045	Agualva-Cacem	947998081
Miguel Freeman	289931177	Oliveira do Bairro	900901282
John Hill	206433671	Macedo de Cavaleiros	976506093
Thomas Mendoza	284233890	Sacavem	943224811
Heather Thompson	275270178	Lixa	940880488
Mrs. Debra Hernandez	250596824	Olhao da Restauracao	953188583
Raymond Stevens	212162316	Oliveira do Bairro	982142454
Ellen Parker	276904082	Povoa de Varzim	924326779
Donna May	291355066	Fundao	933651177
Vincent Adams	264846994	Valenca	917079661
Bill Marquez	200061051	Viana do Castelo	930213553
Karen Juarez	253958294	Rebordosa	922574517
Joseph Brown	279076087	Beja	947542943
Kristina Williams	212241792	Sao Salvador de Lordelo	988507610
Steven Brown	240489459	Viseu	937028727
Haley Cook	254028155	Oliveira do Bairro	916807947
Teresa Hopkins	223220617	Sao Mamede de Infesta	947553757
Erin Clark	202447334	Estremoz	964541730
Michelle Lopez	203189144	Amarante	974599715
Samantha Barnett	203574324	Santarem	995838436
Carly Osborne	282001582	Santa Comba Dao	939183466
Timothy Newton	215731228	Santo Tirso	991674463
Larry Hernandez	249060662	Mealhada	943863126
Alexandra Flynn	275428244	Agualva-Cacem	963548267
Natalie Ashley	259691128	Vila Baleira	956651386
Elizabeth Brown	262147546	Borba	985657011
Diane Anderson	279084796	Rebordosa	927613608
Chad Dickson	207911045	Coimbra	937440113
Amy Garcia	258634691	Mirandela	931189110
Carolyn Clark	208353332	Marinha Grande	938554904
Marvin Collins	220507653	Cartaxo	953283237
Steven Dawson	285009161	Valpacos	978516764
Phillip Mayo	277145998	Vila Nova de Gaia	967274918
Brent Bowman	250645403	Fiaes	930616872
Rachel Williams	261070936	Guarda	912035871
Jimmy Barton	279932889	Caldas da Rainha	961239091
Luis Turner	215418624	Sao Salvador de Lordelo	978986860
Tonya Wright	264236685	Almada	945266258
John King	209662843	Sao Salvador de Lordelo	977785883
Gloria King	246393552	Tavira	965794618
Angela Jackson	261264435	Senhora da Hora	940210340
Lauren Garcia	252998863	Povoa de Santa Iria	996869445
Bianca Bailey	251622705	Espinho	915097347
Gregory Johnson	274590727	Torres Novas	996151707
Kelly Porter	237278305	Entroncamento	906335044
Samantha Williams	293476318	Olhao da Restauracao	924657076
Brian Soto	219270353	Estremoz	971311003
Karen Davis	260566583	Agualva-Cacem	904444498
Jennifer Medina	212247800	Tavira	949754373
Ashlee Garcia	252635787	Vila Real de Santo Antonio	942125297
Julia Merritt	231611504	Vila Real de Santo Antonio	923988333
Rebecca Long	246438583	Marinha Grande	998083789
Emily Shah	230072219	Covilha	965188027
Dr. Jason Fisher	230134418	Vila Franca de Xira	933177403
David Smith	207794533	Canico	995266567
Jamie Mendoza	202725834	Ovar	976808105
Ellen Lee	263594943	Horta	905038070
Angel Robbins	265245365	Castelo Branco	997351846
Regina Watson	289748739	Canico	977811902
James Ramirez	265914855	Guimaraes	918415125
Alexandria Collins DDS	247671508	Sacavem	973997350
Kimberly Schneider	232781830	Agualva-Cacem	916684513
Holly Franklin	250781089	Marco de Canaveses	924665193
Tina Clark	291373350	Rio Tinto	997734991
Michael Ortega	255993028	Almada	986597599
Cathy Mccoy	236699501	Espinho	942835752
Megan Green	286591746	Pacos de Ferreira	941177372
Eric Wright	202480286	Vila Nova de Foz Coa	957594450
John Barton	229228338	Santa Cruz	927974868
Cameron Reed	252683659	Castelo Branco	947508615
Jacob Johnson	232397650	Santa Maria da Feira	986556664
Connie Erickson	214123536	Faro	960747643
Timothy Morris	237475526	Queluz	933261168
Mrs. Ashlee Dennis	207848694	Gondomar	999566471
Miguel Rodriguez	243173413	Portalegre	911564073
Shelley Kemp	269709772	Oliveira do Bairro	920862256
Todd Flores	225147575	Almada	924939859
Kevin Torres	222832079	evora	934979032
Nicholas Morgan	282700577	Estremoz	985616822
Kevin Villarreal	235910362	Entroncamento	998164079
Holly Weaver	234050020	Sao Salvador de Lordelo	965093793
Shelby Robinson	227826146	Estremoz	918870482
Mrs. Jennifer Norton	266780688	Ermesinde	924675016
Zachary Frank	258371512	Barreiro	935313278
Harold Garcia	247390538	Braga	940232603
Kimberly Norton	238588745	Portimao	988965517
Travis Green	217343269	Costa da Caparica	967472092
Mr. Ronald Fitzpatrick	247496833	Setubal	975723896
Brian Torres	254747146	Camara de Lobos	961862487
Lisa Smith	244188865	Lixa	971865651
Margaret Joyce	216767347	Ponte de Sor	943638445
Diane Gamble	277679120	Barreiro	973504033
Jacob Thomas	251199647	Cantanhede	914694545
Cory Williams	292204178	Serpa	907243703
Sarah Perkins	278188817	Gandra	904468068
Cheyenne Powell	207518946	Loures	995337218
David Thomas	290117319	Odivelas	929835591
Mr. Christopher Davis MD	200678470	Quarteira	911918933
Laura Walton	229169764	Gouveia	908822683
Amber Marsh	253121124	Guimaraes	926062543
Danielle Evans	241996378	Montemor-o-Novo	942495151
Holly Ramirez	280519756	Horta	925799895
Carol Ramos	224879063	Vila Nova de Santo Andre	940598189
Christina Reid	289807631	Almeirim	997904587
Joshua Henderson	230704538	Sines	968332126
William Adams	216267142	Torres Novas	992858371
Mrs. Alicia Owens	291715423	Canico	938419796
Elizabeth Monroe	266253517	Albufeira	914599355
Cameron Hood	293305972	Valbom	902465945
Jeffrey Long DDS	202431926	Ovar	941803971
John Dixon PhD	206510949	Braganca	909548665
Stephen Powell	219796174	Portalegre	929414065
Andrew Finley	201935442	Guimaraes	994007217
Brandon Flores	227124680	Funchal	996480807
Christopher Lucas	245542321	Estremoz	976983631
Joseph Harris	212555811	Barreiro	901937529
Jacob Hernandez	281844755	Braga	957154514
Richard Vasquez MD	269529177	Loule	986050769
Adam Hughes	264127926	Santarem	904795573
Stacey Mccoy	259093109	Entroncamento	969136700
Christopher Johnson III	278045840	Santa Maria da Feira	925314839
Alexa Holloway	207233713	Sao Mamede de Infesta	941368916
Terry Hall	270624250	Portimao	992992921
Donna Jones	256437500	Lagos	911365820
Susan Austin	251424853	Setubal	974036690
Amanda Shepard	291316964	Coimbra	944811158
Jake Guerrero	241626558	Trancoso	987837556
Jason Martinez	263775812	Vila Real de Santo Antonio	922287034
Sarah Robbins	299046502	Sao Joao da Madeira	950460681
Dalton Wallace	235061140	Lixa	934478092
Christopher Jackson	256966360	Alcacer do Sal	983640564
Gloria Campbell	236684268	Peso da Regua	942179096
Robert Gibson	242102726	Esposende	984306751
John Hanna	242090808	Agualva-Cacem	943232124
Julia Kim	216525480	Povoa de Santa Iria	954150418
Donald Anderson	224887863	Montemor-o-Novo	966500553
Ronnie Wilson	226996309	Pacos de Ferreira	959363881
Natalie Garcia	274546874	Povoa de Varzim	914720026
Jason Mooney	233879308	Loule	987016746
Brady Moran	245850856	Alcacer do Sal	959672109
Thomas Garcia	255225648	Tomar	931980683
Jennifer Harper	293696415	Amarante	955480276
Meredith Beltran	237050204	Povoa de Varzim	973812062
Tony Jones	273571772	Valongo	937343462
Michele Fowler	246948488	Fiaes	955134145
Michelle Smith	283886026	Senhora da Hora	940443734
Zachary Poole	227020576	Montemor-o-Novo	901807253
Ricky Bryant	209827408	Mangualde	932422841
Michael Jones	236650746	Alverca do Ribatejo	972135058
Wendy Smith	297565082	Santo Tirso	995393033
Jennifer Ross	266167738	Vila Nova de Gaia	926306507
Heather Thomas	226549575	Portimao	910758411
Paul Brown	291981601	Odivelas	900547238
Jeffrey Turner	262103518	Vila Nova de Foz Coa	994494835
Amy Meadows	296708501	evora	908294756
Jane Blanchard	205526331	Sines	925194877
Danielle Rodriguez	264676619	Penafiel	994129451
Terry Horn	205108213	Portimao	900028783
Sarah Jackson	229516315	Lisboa	991386975
Justin Gonzalez	256361586	Setubal	961428110
Richard Evans	211713986	Samora Correia	997576619
Chloe Smith	241792750	Loule	902864641
Carlos Brown DVM	264345088	Ponta Delgada	999313683
Jose Garrett	269723784	Povoa de Santa Iria	949968567
Joshua Rogers	240355267	Seixal	904185407
Jennifer Dawson	240241536	Caldas da Rainha	954596077
Crystal Wilkerson	276338290	Portalegre	964806226
Rachel Dickson	220216973	Setubal	980244534
Gabriella Rivera	239864829	Silves	962167370
Candice Morgan	291546498	Praia da Vitoria	968915326
Ricky Taylor	211039594	Vila Nova de Santo Andre	961521376
Kayla Kennedy	267653930	Sao Mamede de Infesta	927001797
Ryan Gill	279065692	Loures	903763963
Lisa Henderson	247710036	Gandra	935166905
Christopher Hayden	229232458	Rio maior	925352058
Christine Martinez	214498052	Agualva-Cacem	961156688
Heather Jones	241260828	Sabugal	991509046
Shelley Sexton	240343758	Entroncamento	966939832
Daniel Herman	222759048	Estarreja	952984394
Brenda Terry	238079607	Rio maior	938925945
Theresa Powers	251899706	Vila Franca de Xira	924753575
Trevor Castillo	297968660	Alverca do Ribatejo	970510121
Sierra Turner	243372594	Porto	909433530
Leslie Fischer	259380545	Valongo	918164322
Tracy Cobb	213680713	Vale de Cambra	914226105
Cynthia Johnston	200180674	Barreiro	975146661
Nicole Sutton	264014197	Santiago do Cacem	957980059
Cheryl Rangel	236550491	Meda	915154984
Cheryl Gardner	276285854	Praia da Vitoria	965140324
Michael David	207539666	Amarante	993279958
Andre Alvarez	270788661	Tomar	970899264
Lauren Reid	292031005	Mealhada	906125150
Kimberly Duncan	287700484	Chaves	951779495
Jennifer Holland	287405115	Freamunde	983641547
Michael Ramirez	288523612	Amarante	910247023
Angela Burton	246365615	Quarteira	948509534
Dr. Katrina Stein DDS	228306667	Braganca	969949374
Andrew Pruitt	280331502	Sines	914429613
Michael Jackson	269225930	Meda	991116409
Sandra Castillo	243702924	Seixal	991069181
